dataset,stationId,stationCode,stationName,sampleLocation,date,lat,lon,parameter,value,qualifier,belowDetection,detectionLimit,unit,statistic,rawValue,source
dmg-2011,begur-tank-outlet,,Begur tank,Outlet,2011,,,cod,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,begur-tank-outlet,,Begur tank,Outlet,2011,,,nitrate,2.62,,false,,mg/L as NO3,,2.62,dmg-2011
dmg-2011,begur-tank-outlet,,Begur tank,Outlet,2011,,,totalHardness,316,,false,,mg/L as CaCO3,,316,dmg-2011
dmg-2011,begur-tank-outlet,,Begur tank,Outlet,2011,,,fluoride,0.48,,false,,mg/L,,0.48,dmg-2011
dmg-2011,begur-tank-outlet,,Begur tank,Outlet,2011,,,ph,7.97,,false,,,,7.97,dmg-2011
dmg-2011,begur-tank-outlet,,Begur tank,Outlet,2011,,,zinc,0.07,,false,,mg/L,,0.07,dmg-2011
dmg-2011,begur-tank-outlet,,Begur tank,Outlet,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,begur-tank-outlet,,Begur tank,Outlet,2011,,,copper,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,begur-tank-outlet,,Begur tank,Outlet,2011,,,manganese,0.07,,false,,mg/L,,0.07,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,chloride,277,,false,,mg/L,,277,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,phosphate,1.04,,false,,mg/L as P,,1.04,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,tss,245,,false,,mg/L,,245,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,dissolvedOxygen,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,cod,56.64,,false,,mg/L,,56.64,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,nitrate,9.73,,false,,mg/L as NO3,,9.73,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,totalHardness,272,,false,,mg/L as CaCO3,,272,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,fluoride,0.72,,false,,mg/L,,0.72,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,ph,8.07,,false,,,,8.07,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,zinc,0.10,,false,,mg/L,,0.10,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,lead,0.03,,false,,mg/L,,0.03,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,copper,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,begur-tank-inlet,,Begur tank,Inlet,2011,,,manganese,0.54,,false,,mg/L,,0.54,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,chloride,132,,false,,mg/L,,132,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,phosphate,0.1,,false,,mg/L as P,,0.1,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,tss,150,,false,,mg/L,,150,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,dissolvedOxygen,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,cod,57.60,,false,,mg/L,,57.60,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,nitrate,7.48,,false,,mg/L as NO3,,7.48,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,totalHardness,220,,false,,mg/L as CaCO3,,220,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,fluoride,0.38,,false,,mg/L,,0.38,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,ph,7.87,,false,,,,7.87,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,zinc,0.13,,false,,mg/L,,0.13,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,lead,,,true,,mg/L,,.Nil,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,copper,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,belandur-tank-outlet,,Belandur Tank,Outlet,2011,,,manganese,0.22,,false,,mg/L,,0.22,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,chloride,134,,false,,mg/L,,134,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,phosphate,0.1,,false,,mg/L as P,,0.1,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,tss,192,,false,,mg/L,,192,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,cod,76.80,,false,,mg/L,,76.80,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,nitrate,7.91,,false,,mg/L as NO3,,7.91,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,totalHardness,244,,false,,mg/L as CaCO3,,244,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,fluoride,0.37,,false,,mg/L,,0 37,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,ph,7.80,,false,,,,7.80,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,zinc,0.12,,false,,mg/L,,0.12,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,copper,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,belandur-tank-middle,,Belandur Tank,Middle,2011,,,manganese,0.22,,false,,mg/L,,0.22,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,chloride,109,,false,,mg/L,,109,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,phosphate,5.05,,false,,mg/L as P,,5.05,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,tss,498,,false,,mg/L,,498,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,dissolvedOxygen,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,cod,96.00,,false,,mg/L,,96.00,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,nitrate,9.73,,false,,mg/L as NO3,,9.73,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,totalHardness,208,,false,,mg/L as CaCO3,,208,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,fluoride,0.40,,false,,mg/L,,0.40,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,ph,7.51,,false,,,,7.51,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,zinc,0.19,,false,,mg/L,,0.19,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,copper,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,belandur-tank-inlet,,Belandur Tank,Inlet,2011,,,manganese,0.23,,false,,mg/L,,0.23,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,chloride,148,,false,,mg/L,,148,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,phosphate,5.11,,false,,mg/L as P,,5.11,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,tss,363,,false,,mg/L,,363,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,cod,134.40,,false,,mg/L,,134.40,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,nitrate,11.165,,false,,mg/L as NO3,,11.165,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,totalHardness,240,,false,,mg/L as CaCO3,,240,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,fluoride,0.36,,false,,mg/L,,0.36,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,ph,7.63,,false,,,,7.63,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,zinc,0.44,,false,,mg/L,,0.44,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,lead,11.00,,false,,mg/L,,11.00,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,copper,0.07,,false,,mg/L,,0.07,dmg-2011
dmg-2011,belandur-tank-inlet-2,,Belandur Tank,Inlet - 2,2011,,,manganese,0.28,,false,,mg/L,,0.28,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,chloride,476,,false,,mg/L,,476,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,phosphate,,,true,,mg/L as P,,Nil,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,dissolvedOxygen,10,,false,,mg/L,,10,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,cod,18.88,,false,,mg/L,,18.88,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,nitrate,5.90,,false,,mg/L as NO3,,5.90,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,totalHardness,220,,false,,mg/L as CaCO3,,220,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,fluoride,0.66,,false,,mg/L,,0.66,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,ph,8.29,,false,,,,8.29,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,zinc,0.06,,false,,mg/L,,0.06,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,lead,0.03,,false,,mg/L,,0.03,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,copper,0.01,,false,,mg/L,,0.01,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,manganese,0.12,,false,,mg/L,,0.12,dmg-2011
dmg-2011,bhattrahalli-kere-inlet,,Bhattrahalli Kere,Inlet,2011,,,aluminium,1.38,,false,,mg/L,,1.38,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,chloride,168,,false,,mg/L,,168,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,phosphate,,,true,,mg/L as P,,Nil,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,cod,18.88,,false,,mg/L,,18.88,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,nitrate,6.10,,false,,mg/L as NO3,,6.10,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,totalHardness,208,,false,,mg/L as CaCO3,,208,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,fluoride,0.61,,false,,mg/L,,0.61,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,ph,8.67,,false,,,,8.67,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,zinc,0.09,,false,,mg/L,,0.09,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,copper,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,manganese,0.13,,false,,mg/L,,0.13,dmg-2011
dmg-2011,bhattrahalli-kere-outlet,,Bhattrahalli Kere,Outlet,2011,,,aluminium,2.42,,false,,mg/L,,2.42,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,chloride,78.4,,false,,mg/L,,78.4,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,phosphate,0.01,,false,,mg/L as P,,0 01,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,tss,233,,false,,mg/L,,233,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,dissolvedOxygen,3.6,,false,,mg/L,,3.6,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,cod,94.40,,false,,mg/L,,94.40,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,nitrate,11.26,,false,,mg/L as NO3,,11.26,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,totalHardness,168,,false,,mg/L as CaCO3,,168,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,fluoride,0.42,,false,,mg/L,,0.42,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,ph,8.32,,false,,,,8.32,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,zinc,0.10,,false,,mg/L,,0.10,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,copper,0.04,,false,,mg/L,,0.04,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,manganese,0.88,,false,,mg/L,,0.88,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,chromium,0.03,,false,,mg/L,,0.03,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,eColi,900,,false,,MPN/100mL,,900,dmg-2011
dmg-2011,busegowdana-kere-inlet,,Busegowdana kere,Inlet,2011,,,totalColiform,900,,false,,MPN/100mL,,900,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,chloride,75.6,,false,,mg/L,,75.6,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,phosphate,0.01,,false,,mg/L as P,,0.01,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,tss,336,,false,,mg/L,,336,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,cod,56.64,,false,,mg/L,,56.64,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,nitrate,12.71,,false,,mg/L as NO3,,12.71,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,totalHardness,166,,false,,mg/L as CaCO3,,166,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,fluoride,0.42,,false,,mg/L,,0.42,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,ph,8.44,,false,,,,8.44,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,zinc,0.16,,false,,mg/L,,0.16,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,copper,0.04,,false,,mg/L,,0.04,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,manganese,0.84,,false,,mg/L,,0.84,dmg-2011
dmg-2011,busegowdana-kere-outlet,,Busegowdana kere,Outlet,2011,,,chromium,0.04,,false,,mg/L,,0.04,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,chloride,277,,false,,mg/L,,277,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,phosphate,,,true,,mg/L as P,,Nil,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,cod,96.00,,false,,mg/L,,96.00,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,nitrate,5.99,,false,,mg/L as NO3,,5.99,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,totalHardness,196,,false,,mg/L as CaCO3,,196,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,fluoride,0.76,,false,,mg/L,,0.76,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,ph,8.38,,false,,,,8.38,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,zinc,0.06,,false,,mg/L,,0.06,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,copper,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,manganese,0.07,,false,,mg/L,,0.07,dmg-2011
dmg-2011,chikkabasavanapura-kere-outlet,,Chikkabasavanapura Kere,Outlet,2011,,,aluminium,2.28,,false,,mg/L,,2.28,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,chloride,277,,false,,mg/L,,277,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,phosphate,,,true,,mg/L as P,,Nil,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,dissolvedOxygen,9.2,,false,,mg/L,,9.2,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,nitrate,6.13,,false,,mg/L as NO3,,6.13,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,totalHardness,184,,false,,mg/L as CaCO3,,184,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,fluoride,0.76,,false,,mg/L,,0.76,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,ph,8.28,,false,,,,8.28,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,zinc,0.04,,false,,mg/L,,0.04,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,copper,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,manganese,0.07,,false,,mg/L,,0.07,dmg-2011
dmg-2011,chikkabasavanapura-kere-inlet,,Chikkabasavanapura Kere,Inlet,2011,,,aluminium,1.73,,false,,mg/L,,1.73,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,chloride,252,,false,,mg/L,,252,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,phosphate,0.1,,false,,mg/L as P,,0.1,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,tss,7.5,,false,,mg/L,,7.5,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,cod,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,nitrate,6.73,,false,,mg/L as NO3,,6.73,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,totalHardness,236,,false,,mg/L as CaCO3,,236,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,fluoride,0.47,,false,,mg/L,,0.47,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,ph,7.72,,false,,,,7.72,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,zinc,0.03,,false,,mg/L,,0.03,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,copper,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,chinnappanahalli-kere-middle,,Chinnappanahalli Kere,Middle,2011,,,manganese,0.07,,false,,mg/L,,0.07,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,chloride,272,,false,,mg/L,,272,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,phosphate,0.2,,false,,mg/L as P,,0.2,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,tss,15.5,,false,,mg/L,,15.5,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,dissolvedOxygen,1.6,,false,,mg/L,,1.6,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,cod,384.00,,false,,mg/L,,384.00,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,nitrate,6.89,,false,,mg/L as NO3,,6.89,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,totalHardness,424,,false,,mg/L as CaCO3,,424,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,fluoride,0.48,,false,,mg/L,,0.48,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,ph,7.50,,false,,,,7.50,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,zinc,0.05,,false,,mg/L,,0.05,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,copper,0.02,,false,,mg/L,,0 02,dmg-2011
dmg-2011,chinnappanahalii-kere-inlet,,Chinnappanahalii Kere,Inlet,2011,,,manganese,1.59,,false,,mg/L,,1.59,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,chloride,230,,false,,mg/L,,230,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,phosphate,0.01,,false,,mg/L as P,,0.01,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,tss,3.5,,false,,mg/L,,3.5,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,cod,19.20,,false,,mg/L,,19.20,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,nitrate,7.17,,false,,mg/L as NO3,,7.17,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,totalHardness,192,,false,,mg/L as CaCO3,,192,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,fluoride,0.51,,false,,mg/L,,0.51,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,ph,7.68,,false,,,,7.68,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,zinc,0.60,,false,,mg/L,,0.60,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,lead,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,copper,,,true,,mg/L,,Nil,dmg-2011
dmg-2011,chmnappanahalh-kere-outlet,,Chmnappanahalh Kere,Outlet,2011,,,manganese,0.21,,false,,mg/L,,0.21,dmg-2011
dmg-2011,devara-beesanakalli-kere-inlet,,Devara Beesanakalli Kere,Inlet,2011,,,chloride,442,,false,,mg/L,,442,dmg-2011
dmg-2011,devara-beesanakalli-kere-inlet,,Devara Beesanakalli Kere,Inlet,2011,,,phosphate,5.21,,false,,mg/L as P,,5.21,dmg-2011
dmg-2011,devara-beesanakalli-kere-inlet,,Devara Beesanakalli Kere,Inlet,2011,,,tss,145.5,,false,,mg/L,,145.5,dmg-2011
dmg-2011,devara-beesanakalli-kere-inlet,,Devara Beesanakalli Kere,Inlet,2011,,,dissolvedOxygen,3.6,,false,,mg/L,,3.6,dmg-2011
dmg-2011,devara-beesanakalli-kere-inlet,,Devara Beesanakalli Kere,Inlet,2011,,,nitrate,4.51,,false,,mg/L as NO3,,4.51,dmg-2011
dmg-2011,devara-beesanakalli-kere-inlet,,Devara Beesanakalli Kere,Inlet,2011,,,totalHardness,316,,false,,mg/L as CaCO3,,316,dmg-2011
dmg-2011,devara-beesanakalli-kere-inlet,,Devara Beesanakalli Kere,Inlet,2011,,,fluoride,0.44,,false,,mg/L,,0.44,dmg-2011
dmg-2011,devara-beesanakalli-kere-inlet,,Devara Beesanakalli Kere,Inlet,2011,,,ph,8.51,,false,,,,8.51,dmg-2011
dmg-2011,devara-beesanakalli-kere-inlet,,Devara Beesanakalli Kere,Inlet,2011,,,zinc,0.20,,false,,mg/L,,0.20,dmg-2011
