dataset,stationId,stationCode,stationName,sampleLocation,date,lat,lon,parameter,value,qualifier,belowDetection,detectionLimit,unit,statistic,rawValue,source
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,dissolvedOxygen,1.0,,false,,mg/L,min,1.0,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,dissolvedOxygen,7.1,,false,,mg/L,max,7.1,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,ph,6.5,,false,,,min,6.5,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,ph,8.0,,false,,,max,8.0,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,conductivity,308,,false,,uS/cm,min,308,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,conductivity,773,,false,,uS/cm,max,773,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,bod,3.0,,false,,mg/L,min,3.0,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,bod,35.0,,false,,mg/L,max,35.0,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,nitrateNitrite,0.50,,false,,mg/L as N,min,0.50,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,nitrateNitrite,3.00,,false,,mg/L as N,max,3.00,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,fecalColiform,4000,,false,,MPN/100mL,min,4000,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,fecalColiform,79000000,,false,,MPN/100mL,max,79000000,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,3626,3626,NAGAVARA TANK,TANK,2021,,,totalColiform,540000000,,false,,MPN/100mL,max,540000000,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,temperature,25.1,,false,,degC,max,25.1,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,dissolvedOxygen,0.3,,false,,mg/L,min,0.3,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,dissolvedOxygen,6.0,,false,,mg/L,max,6.0,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,ph,6.1,,false,,,min,6.1,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,ph,8.0,,false,,,max,8.0,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,conductivity,211,,false,,uS/cm,min,211,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,conductivity,1231,,false,,uS/cm,max,1231,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,bod,3.6,,false,,mg/L,min,3.6,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,bod,195.0,,false,,mg/L,max,195.0,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,nitrateNitrite,0.50,,false,,mg/L as N,min,0.50,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,nitrateNitrite,2.99,,false,,mg/L as N,max,2.99,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,fecalColiform,3300,,false,,MPN/100mL,min,3300,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,fecalColiform,700000,,false,,MPN/100mL,max,700000,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,3596,3596,NAYANDANAHALLI TANK,TANK,2021,,,totalColiform,3500000,,false,,MPN/100mL,max,3500000,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,temperature,24.0,,false,,degC,min,24.0,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,dissolvedOxygen,7.3,,false,,mg/L,min,7.3,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,dissolvedOxygen,7.6,,false,,mg/L,max,7.6,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,ph,7.5,,false,,,min,7.5,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,ph,8.2,,false,,,max,8.2,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,conductivity,326,,false,,uS/cm,min,326,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,conductivity,438,,false,,uS/cm,max,438,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,bod,1.0,,false,,mg/L,min,1.0,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,bod,2.5,,false,,mg/L,max,2.5,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,nitrateNitrite,0.32,,false,,mg/L as N,min,0.32,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,nitrateNitrite,0.92,,false,,mg/L as N,max,0.92,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,fecalColiform,2,,false,,MPN/100mL,min,2,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,fecalColiform,14,,false,,MPN/100mL,max,14,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,totalColiform,10,,false,,MPN/100mL,min,10,nwmp-2021
nwmp-2021,3686,3686,NIRASAGARAKERE TANK,TANK,2021,,,totalColiform,32,,false,,MPN/100mL,max,32,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,temperature,23.0,,false,,degC,min,23.0,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,dissolvedOxygen,6.5,,false,,mg/L,min,6.5,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,dissolvedOxygen,6.9,,false,,mg/L,max,6.9,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,ph,7.3,,false,,,min,7.3,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,ph,8.1,,false,,,max,8.1,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,conductivity,620,,false,,uS/cm,min,620,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,conductivity,850,,false,,uS/cm,max,850,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,bod,3.2,,false,,mg/L,min,3.2,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,bod,3.8,,false,,mg/L,max,3.8,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,nitrateNitrite,0.72,,false,,mg/L as N,min,0.72,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,nitrateNitrite,1.92,,false,,mg/L as N,max,1.92,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,fecalColiform,19,,false,,MPN/100mL,min,19,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,fecalColiform,52,,false,,MPN/100mL,max,52,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,totalColiform,76,,false,,MPN/100mL,min,76,nwmp-2021
nwmp-2021,3687,3687,NUGGIKERE TANK,TANK,2021,,,totalColiform,148,,false,,MPN/100mL,max,148,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,temperature,22.0,,false,,degC,min,22.0,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,temperature,27.0,,false,,degC,max,27.0,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,dissolvedOxygen,5.2,,false,,mg/L,min,5.2,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,dissolvedOxygen,6.4,,false,,mg/L,max,6.4,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,ph,7.4,,false,,,min,7.4,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,ph,7.8,,false,,,max,7.8,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,conductivity,380,,false,,uS/cm,min,380,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,conductivity,520,,false,,uS/cm,max,520,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,bod,1.8,,false,,mg/L,min,1.8,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,bod,2.5,,false,,mg/L,max,2.5,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,max,0.30,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,fecalColiform,94,,false,,MPN/100mL,min,94,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,fecalColiform,400,,false,,MPN/100mL,max,400,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,totalColiform,920,,false,,MPN/100mL,min,920,nwmp-2021
nwmp-2021,3669,3669,PEREMINAHALLI KERE,TANK,2021,,,totalColiform,3300,,false,,MPN/100mL,max,3300,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,temperature,28.0,,false,,degC,min,28.0,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,temperature,30.0,,false,,degC,max,30.0,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,dissolvedOxygen,4.9,,false,,mg/L,min,4.9,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,dissolvedOxygen,7.9,,false,,mg/L,max,7.9,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,ph,6.5,,false,,,min,6.5,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,ph,7.2,,false,,,max,7.2,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,conductivity,128,,false,,uS/cm,min,128,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,conductivity,224,,false,,uS/cm,max,224,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,bod,2.0,,false,,mg/L,min,2.0,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,bod,3.0,,false,,mg/L,max,3.0,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,nitrateNitrite,2.10,,false,,mg/L as N,min,2.10,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,nitrateNitrite,7.00,,false,,mg/L as N,max,7.00,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,fecalColiform,23,,false,,MPN/100mL,min,23,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,fecalColiform,1600,,false,,MPN/100mL,max,1600,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,totalColiform,23,,false,,MPN/100mL,min,23,nwmp-2021
nwmp-2021,3565,3565,PILIKULA TANK,TANK,2021,,,totalColiform,1600,,false,,MPN/100mL,max,1600,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,dissolvedOxygen,2.8,,false,,mg/L,min,2.8,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,dissolvedOxygen,6.9,,false,,mg/L,max,6.9,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,ph,7.2,,false,,,min,7.2,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,ph,8.4,,false,,,max,8.4,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,conductivity,896,,false,,uS/cm,min,896,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,conductivity,1365,,false,,uS/cm,max,1365,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,bod,5.0,,false,,mg/L,min,5.0,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,bod,20.0,,false,,mg/L,max,20.0,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,nitrateNitrite,2.00,,false,,mg/L as N,min,2.00,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,nitrateNitrite,4.00,,false,,mg/L as N,max,4.00,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,fecalColiform,1200,,false,,MPN/100mL,min,1200,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,fecalColiform,94000,,false,,MPN/100mL,max,94000,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,totalColiform,35000,,false,,MPN/100mL,min,35000,nwmp-2021
nwmp-2021,4502,4502,RAMAMMANA KERE,TANK,2021,,,totalColiform,1600000,,false,,MPN/100mL,max,1600000,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,dissolvedOxygen,1.6,,false,,mg/L,min,1.6,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,dissolvedOxygen,6.5,,false,,mg/L,max,6.5,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,ph,6.2,,false,,,min,6.2,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,ph,7.2,,false,,,max,7.2,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,conductivity,230,,false,,uS/cm,min,230,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,conductivity,1366,,false,,uS/cm,max,1366,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,bod,2.0,,false,,mg/L,min,2.0,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,bod,47.0,,false,,mg/L,max,47.0,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,nitrateNitrite,0.56,,false,,mg/L as N,min,0.56,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,nitrateNitrite,3.51,,false,,mg/L as N,max,3.51,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,fecalColiform,3300,,false,,MPN/100mL,min,3300,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,fecalColiform,150000,,false,,MPN/100mL,max,150000,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,totalColiform,24000,,false,,MPN/100mL,min,24000,nwmp-2021
nwmp-2021,4513,4513,RAMAMMANA KERE,TANK,2021,,,totalColiform,1600000,,false,,MPN/100mL,max,1600000,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,dissolvedOxygen,0.3,,false,,mg/L,min,0.3,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,dissolvedOxygen,5.8,,false,,mg/L,max,5.8,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,ph,6.7,,false,,,min,6.7,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,ph,7.9,,false,,,max,7.9,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,conductivity,1035,,false,,uS/cm,min,1035,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,conductivity,1563,,false,,uS/cm,max,1563,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,bod,5.0,,false,,mg/L,min,5.0,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,bod,20.0,,false,,mg/L,max,20.0,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,nitrateNitrite,1.15,,false,,mg/L as N,min,1.15,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,nitrateNitrite,24.00,,false,,mg/L as N,max,24.00,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,fecalColiform,7900,,false,,MPN/100mL,min,7900,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,fecalColiform,94000,,false,,MPN/100mL,max,94000,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,totalColiform,54000,,false,,MPN/100mL,min,54000,nwmp-2021
nwmp-2021,4531,4531,RAYASANDRA LAKE,TANK,2021,,,totalColiform,540000,,false,,MPN/100mL,max,540000,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,temperature,23.0,,false,,degC,min,23.0,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,temperature,28.0,,false,,degC,max,28.0,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,dissolvedOxygen,7.1,,false,,mg/L,min,7.1,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,dissolvedOxygen,7.4,,false,,mg/L,max,7.4,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,ph,6.8,,false,,,min,6.8,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,ph,7.3,,false,,,max,7.3,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,conductivity,163,,false,,uS/cm,min,163,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,conductivity,251,,false,,uS/cm,max,251,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,bod,2.2,,false,,mg/L,min,2.2,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,bod,2.7,,false,,mg/L,max,2.7,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,nitrateNitrite,0.79,,false,,mg/L as N,max,0.79,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,fecalColiform,2,,false,,MPN/100mL,min,2,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,fecalColiform,8,,false,,MPN/100mL,max,8,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,totalColiform,19,,false,,MPN/100mL,min,19,nwmp-2021
nwmp-2021,4498,4498,"SANAVALLI DAM, MUNGOD",TANK,2021,,,totalColiform,31,,false,,MPN/100mL,max,31,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,temperature,22.0,,false,,degC,min,22.0,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,temperature,27.0,,false,,degC,max,27.0,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,dissolvedOxygen,4.1,,false,,mg/L,min,4.1,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,dissolvedOxygen,6.4,,false,,mg/L,max,6.4,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,ph,7.4,,false,,,min,7.4,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,ph,7.9,,false,,,max,7.9,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,conductivity,450,,false,,uS/cm,min,450,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,conductivity,700,,false,,uS/cm,max,700,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,bod,2.0,,false,,mg/L,min,2.0,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,bod,2.6,,false,,mg/L,max,2.6,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,min,0.30,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,nitrateNitrite,0.30,,false,,mg/L as N,max,0.30,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,fecalColiform,170,,false,,MPN/100mL,min,170,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,fecalColiform,460,,false,,MPN/100mL,max,460,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,totalColiform,1100,,false,,MPN/100mL,min,1100,nwmp-2021
nwmp-2021,3672,3672,SANKALAPURAKERE TANK,TANK,2021,,,totalColiform,3500,,false,,MPN/100mL,max,3500,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,temperature,25.0,,false,,degC,min,25.0,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,temperature,25.0,,false,,degC,max,25.0,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,dissolvedOxygen,4.9,,false,,mg/L,min,4.9,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,dissolvedOxygen,6.8,,false,,mg/L,max,6.8,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,ph,6.5,,false,,,min,6.5,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,ph,7.6,,false,,,max,7.6,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,conductivity,267,,false,,uS/cm,min,267,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,conductivity,815,,false,,uS/cm,max,815,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,bod,3.0,,false,,mg/L,min,3.0,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,bod,8.0,,false,,mg/L,max,8.0,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,nitrateNitrite,0.56,,false,,mg/L as N,min,0.56,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,nitrateNitrite,3.00,,false,,mg/L as N,max,3.00,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,fecalColiform,490,,false,,MPN/100mL,min,490,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,fecalColiform,3300000,,false,,MPN/100mL,max,3300000,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,totalColiform,2400,,false,,MPN/100mL,min,2400,nwmp-2021
nwmp-2021,3594,3594,SANKEY TANK,TANK,2021,,,totalColiform,24000000,,false,,MPN/100mL,max,24000000,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,temperature,22.0,,false,,degC,min,22.0,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,temperature,28.0,,false,,degC,max,28.0,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,dissolvedOxygen,4.5,,false,,mg/L,min,4.5,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,dissolvedOxygen,6.2,,false,,mg/L,max,6.2,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,ph,7.6,,false,,,min,7.6,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,ph,8.1,,false,,,max,8.1,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,conductivity,780,,false,,uS/cm,min,780,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,conductivity,1280,,false,,uS/cm,max,1280,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,bod,3.0,,false,,mg/L,min,3.0,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,bod,4.0,,false,,mg/L,max,4.0,nwmp-2021
nwmp-2021,3667,3667,SATHENAHALLIDODDAKERE TANK,TANK,2021,,,nitrateNitrite,0.50,,false,,mg/L as N,min,0.50,nwmp-2021
